id,customerName,poNo,product,cost,sourcePage
PRI-1239,Woodward Foods Australia (ex-Swan Hill Abatt,0,HF 133 (15L),$158.51,53
PRI-1240,Woodward Foods Australia (ex-Swan Hill Abatt,0,HF 143 (15LT),$153.00,53
PRI-1241,Woodward Foods Australia (ex-Swan Hill Abatt,0,HF 1535 (L) (Delivered in IBC's),$2.51,53
PRI-1242,Woodward Foods Australia (ex-Swan Hill Abatt,0,HF 1541 (L) ( Delivered in IBC's),$3.68,53
PRI-1243,Woodward Foods Australia (ex-Swan Hill Abatt,0,HF 1544 (1000L),"$2,370.00",53
PRI-1244,Woodward Foods Australia (ex-Swan Hill Abatt,0,HF 1544 (20 L),$75.40,53
PRI-1245,Woodward Foods Australia (ex-Swan Hill Abatt,0,HF 1544 (L),$2.37,53
PRI-1246,Woodward Foods Australia (ex-Swan Hill Abatt,0,HF 1560 (1000L),"$4,765.60",53
PRI-1247,Woodward Foods Australia (ex-Swan Hill Abatt,0,HF 195 (1000L),"$1,400.00",53
PRI-1248,Woodward Foods Australia (ex-Swan Hill Abatt,0,HF 195 (110L),$150.70,53
PRI-1249,Woodward Foods Australia (ex-Swan Hill Abatt,0,HF 195 (15L),$21.70,53
PRI-1250,Woodward Foods Australia (ex-Swan Hill Abatt,0,HF 195 (200L),$138.00,53
PRI-1251,Woodward Foods Australia (ex-Swan Hill Abatt,0,HF 195 (L),$0.78,53
PRI-1252,Woodward Foods Australia (ex-Swan Hill Abatt,,HF 828 (20L),$450.60,54
PRI-1253,Woodward Foods Australia (ex-Swan Hill Abatt,,HF 828 (L),$22.53,54
PRI-1254,Woodward Foods Australia (ex-Swan Hill Abatt,,HF 842 (15L),$136.75,54
PRI-1255,Woodward Foods Australia (ex-Swan Hill Abatt,,HF 842 (L),$5.51,54
PRI-1256,Woodward Foods Australia (ex-Swan Hill Abatt,,HF 862 (25KG),$94.75,54
PRI-1257,Woodward Foods Australia (ex-Swan Hill Abatt,,HF 862 (KG),$3.97,54
PRI-1258,Woodward Foods Australia (ex-Swan Hill Abatt,,Hiclean (15L),$111.30,54
PRI-1259,Woodward Foods Australia (ex-Swan Hill Abatt,,Highplex (15),$101.79,54
PRI-1260,Woodward Foods Australia (ex-Swan Hill Abatt,,Hook Oil (205L),"$2,281.13",54
PRI-1261,Woodward Foods Australia (ex-Swan Hill Abatt,,Hydrogen Peroxide 50% (15L),$169.82,54
PRI-1262,Woodward Foods Australia (ex-Swan Hill Abatt,,Infrasan (15L),$87.52,54
PRI-1263,Woodward Foods Australia (ex-Swan Hill Abatt,,Interkleen (15L),$122.87,54
PRI-1264,Woodward Foods Australia (ex-Swan Hill Abatt,,Oxsan (10KG),$118.92,54
PRI-1265,Woodward Foods Australia (ex-Swan Hill Abatt,,Perfect (Bowline) (15L),$86.44,54
PRI-1266,Woodward Foods Australia (ex-Swan Hill Abatt,,Procid (15L),$79.20,54
PRI-1267,Woodward Foods Australia (ex-Swan Hill Abatt,,Procid (25L),$136.74,54
PRI-1268,Woodward Foods Australia (ex-Swan Hill Abatt,,Profoam (1000L),"$1,825.92",54
PRI-1269,Woodward Foods Australia (ex-Swan Hill Abatt,,Sentinel (15L),$69.28,54
PRI-1270,Woodward Foods Australia (ex-Swan Hill Abatt,,Solocleaner (15L),$109.60,54
PRI-1271,Woodward Foods Australia (ex-Swan Hill Abatt,,Spectra (25L),$77.14,54
PRI-1272,Woodward Foods Australia (ex-Swan Hill Abatt,,Standard 50 (25L),$80.30,54
PRI-1273,Woodward Foods Australia (ex-Swan Hill Abatt,82.6,HF 133 (20L),$151.20,54
PRI-1274,Yenson's Soya Bean Products (Australia) Pty Lt,0,HF 133 (20L),$325.00,54
PRI-1275,Yenson's Soya Bean Products (Australia) Pty Lt,0,HF 165 (20L),$240.00,54
PRI-1276,Yenson's Soya Bean Products (Australia) Pty Lt,0,HF 198 (15L),$149.25,54
PRI-1277,Yenson's Soya Bean Products (Australia) Pty Lt,0,HF 315 (15L),$123.75,54
PRI-1278,Yenson's Soya Bean Products (Australia) Pty Lt,0,HF 315 (20L),$165.00,54
PRI-1279,Yenson's Soya Bean Products (Australia) Pty Lt,0,HF 410 (15L),$148.00,54
PRI-1280,Yenson's Soya Bean Products (Australia) Pty Lt,0,HF 828 (20L),$215.00,54
PRI-1281,Yenson's Soya Bean Products (Australia) Pty Lt,0,HF 845 (20L),$179.00,54
PRI-1282,Yenson's Soya Bean Products (Australia) Pty Lt,0,HF 852 (15L),$71.70,54
PRI-1283,Yenson's Soya Bean Products (Australia) Pty Lt,0,HF195 (15L) - T.T,$149.25,54
